date,open,close,return
2018/8/20,8.81,9,0.021566402
2018/8/21,9,9.23,0.025555556
2018/8/22,9.23,9.29,0.006500542
2018/8/23,9.29,9.36,0.007534984
2018/8/24,9.36,10.03,0.071581197
2018/8/27,10.03,10.43,0.039880359
2018/8/28,10.43,10.29,-0.013422819
2018/8/29,10.29,10.27,-0.001943635
2018/8/30,10.27,10.12,-0.014605648
2018/8/31,10.12,10.13,0.000988142
2018/9/3,10.13,10.19,0.005923001
2018/9/4,10.19,10.43,0.023552502
2018/9/5,10.43,10.05,-0.036433365
2018/9/6,10.05,9.97,-0.007960199
2018/9/7,9.97,10.01,0.004012036
2018/9/10,10.01,9.88,-0.012987013
2018/9/11,9.88,9.91,0.003036437
2018/9/12,9.91,9.88,-0.003027245
2018/9/13,9.88,9.96,0.008097166
2018/9/14,9.96,9.84,-0.012048193
2018/9/17,9.84,9.69,-0.015243902
2018/9/18,9.69,10.08,0.040247678
2018/9/19,10.08,10.24,0.015873016
2018/9/20,10.24,10.23,-0.000976562
2018/9/21,10.23,10.67,0.043010753
2018/9/25,10.67,10.55,-0.011246485
2018/9/26,10.55,10.71,0.015165877
2018/9/27,10.71,10.74,0.00280112
2018/9/28,10.74,11.05,0.02886406
2018/10/8,11.05,10.45,-0.054298643
2018/10/9,10.45,10.56,0.010526316
2018/10/10,10.56,10.45,-0.010416667
2018/10/11,10.45,9.86,-0.05645933
2018/10/12,9.86,10.3,0.044624746
2018/10/15,10.3,10.11,-0.018446602
2018/10/16,10.11,10.37,0.025717112
2018/10/17,10.37,10.33,-0.003857281
2018/10/18,10.33,10.09,-0.023233301
2018/10/19,10.09,10.76,0.066402379
2018/10/22,10.76,11.15,0.036245353
2018/10/23,11.15,10.84,-0.027802691
2018/10/24,10.84,11.04,0.018450185
2018/10/25,11.04,11.29,0.022644928
2018/10/26,11.29,11.18,-0.009743136
2018/10/29,11.18,10.75,-0.038461538
2018/10/30,10.75,10.9,0.013953488
2018/10/31,10.9,10.91,0.000917431
2018/11/1,10.91,10.83,-0.007332722
2018/11/2,10.83,11.09,0.024007387
2018/11/5,11.09,10.92,-0.015329125
2018/11/6,10.92,10.84,-0.007326007
2018/11/7,10.84,10.81,-0.002767528
2018/11/8,10.81,10.89,0.007400555
2018/11/9,10.89,10.55,-0.031221304
2018/11/12,10.55,10.56,0.000947867
2018/11/13,10.56,10.54,-0.001893939
2018/11/14,10.54,10.44,-0.009487666
2018/11/15,10.44,10.62,0.017241379
2018/11/16,10.62,10.57,-0.004708098
2018/11/19,10.57,10.85,0.026490066
2018/11/20,10.85,10.57,-0.025806452
2018/11/21,10.57,10.61,0.003784295
2018/11/22,10.61,10.55,-0.005655042
2018/11/23,10.55,10.32,-0.021800948
2018/11/26,10.32,10.34,0.001937984
2018/11/27,10.34,10.18,-0.015473888
2018/11/28,10.18,10.28,0.009823183
2018/11/29,10.28,10.2,-0.007782101
2018/11/30,10.2,10.36,0.015686275
2018/12/3,10.36,10.59,0.022200772
2018/12/4,10.59,10.59,0
2018/12/5,10.59,10.45,-0.013220019
2018/12/6,10.45,10.25,-0.019138756
2018/12/7,10.25,10.28,0.002926829
2018/12/10,10.28,10.17,-0.010700389
2018/12/11,10.17,10.23,0.005899705
2018/12/12,10.23,10.24,0.000977517
2018/12/13,10.24,10.39,0.014648438
2018/12/14,10.39,10.17,-0.021174206
2018/12/17,10.17,10.29,0.01179941
2018/12/18,10.29,10.12,-0.016520894
2018/12/19,10.12,9.94,-0.017786561
2018/12/20,9.94,9.71,-0.023138833
2018/12/21,9.71,9.45,-0.026776519
2018/12/24,9.45,9.42,-0.003174603
2018/12/25,9.42,9.34,-0.008492569
2018/12/26,9.34,9.3,-0.004282655
2018/12/27,9.3,9.28,-0.002150538
2018/12/28,9.28,9.38,0.010775862
2019/1/2,9.38,9.19,-0.020255864
2019/1/3,9.19,9.28,0.009793254
2019/1/4,9.28,9.75,0.050646552
2019/1/7,9.75,9.74,-0.001025641
2019/1/8,9.74,9.66,-0.008213552
2019/1/9,9.66,9.94,0.028985507
2019/1/10,9.94,10.1,0.016096579
2019/1/11,10.1,10.2,0.00990099
2019/1/14,10.2,10.11,-0.008823529
2019/1/15,10.11,10.24,0.012858556
2019/1/16,10.24,10.48,0.0234375
2019/1/17,10.48,10.25,-0.021946565
2019/1/18,10.25,10.43,0.017560976
2019/1/21,10.43,10.34,-0.008628955
2019/1/22,10.34,10.28,-0.005802708
2019/1/23,10.28,10.35,0.006809339
2019/1/24,10.35,10.52,0.016425121
2019/1/25,10.52,11,0.045627376
2019/1/28,11,10.94,-0.005454545
2019/1/29,10.94,11,0.005484461
